EN,DDN
"And straightway there fell from his eyes as it were scales, and he received his sight; and he arose and was baptized;",A gɑ ɑ̀ cɛbɛ tɑɑbi bɑɑbɑ kɑ tilɑsi ɑ̀ mɑ hɑm ɑ mɑɑ sɑbu sɛ.
and he took food and was strengthened. And he was certain days with the disciples that were at Damascus.,"Anɑni hunu kɑ kpei. À hurɑ fuu di kunɑ kɑ ngɑ kɑmbɛ dɛcɛ Sɑuli bɔm. À cii ɑ̀ sɛ: A nyɑize Sɑuli, Kpe Yesu di kɑ ɑ̀ fɑitɑ n sɛ fɔndɑ bɔm kɑ n gɑnɑ kɑ kɑɑ, yɑ nɑ ɑ dɔntɔm n mɑ du kɑ di. N mɑ tɔ mo ndɑ Biyɑ Hɑlɑɑlɑ."
"And straightway in the synagogues he proclaimed Jesus, that he is the Son of God.",Mɑɑsɑ mɑɑsɑ mɑ hɛ fɔ zɑngɑ kpɑitɑ hunu Sɑuli moo yom kunɑ kɑ kɑm gɑndɑ. Cɔfɔ ɑ̀ du kɑ di kpɛɛnɛ. Mɑɑsɑ mɑɑsɑ ɑ̀ tunu. Ǹ nɑ ɑ̀ mirɑndi mo.
"And all that heard him were amazed, and said, Is not this he that in Jerusalem made havoc of them that called on this name? and he had come hither for this intent, that he might bring them bound before the chief priests.","À ŋmɑɑ mo, ɑ̀ gɑɑbi ye ɑ̀ gɑɑ. À gɑɑ nɑ, ɑ̀ tɛ jiribi fɔ yom coobɑɑbɑize yom bɑndɑ kɑ ǹ goono Dɑmɑku wɑngɑrɑ."
"But Saul increased the more in strength, and confounded the Jews that dwelt at Damascus, proving that this is the Christ.",Mɑɑsɑ mɑɑsɑ ɑ̀ huro Yuifu yom mɑrgɑ fuu yom kunɑ kɑ Mɛsiyɑ bɑɑru fɛɛ. À go cii Yesu yɑ Ikpɛ Ize no.
"And when many days were fulfilled, the Jews took counsel together to kill him:",Beerem kulu kɑ ǹ go mɑɑ ɑ̀ sendi yom mɑmɑci. Ǹ gɑ cii: Bɔrɔ kpɛ yɑ gɑ Yerusɑlɛm wɑngɑrɑ di beerem kɑ ǹ gɑ Yesu mɑɑ cɛɛ hɑlɑci. À kɑɑ nee mo zɑmɑ ɑ̀ mɑ ǹ hɔ kɑ kpeindei gɑrɑndikɔ jinɑ yom dɔ. À nɑ ci cimi nɑ bɑ?
but their plot became known to Saul. And they watched the gates also day and night that they might kill him:,Ammɑ Sɑuli go gɑɑbi dɑm kɑ tɔntɔnu. À go tɑbɑtɑndi kɑ Yesu wɔ Mɛsiyɑ nɑ. À gɑ sendi kɑlɑ Yuifu yom kɑ ǹ goono Dɑmɑku wɑngɑrɑ ndɑ gɔrɛ sindɑ ngei bɔm.
"but his disciples took him by night, and let him down through the wall, lowering him in a basket.","Kɑ jiribi boobo bisɑ, Yuifu yom nɑ meetosi tɛ ngei gɑme ngei mɑ ɑ̀ wi."
"And when he was come to Jerusalem, he assayed to join himself to the disciples: and they were all afraid of him, not believing that he was a disciple.",Ammɑ ǹ meetosɑ bɑɑru tɔ Sɑuli dɔ. Ciini ndɑ zɑɑri ǹ gɑ wɑngɑrɑ di hundi mee yom bɑtu ngei mɑ ɑ̀ wi sɛ.
"But Barnabas took him, and brought him to the apostles, and declared unto them how he had seen the Lord in the way, and that he had spoken to him, and how at Damascus he had preached boldly in the name of Jesus.",Ammɑ hɑnu fɔ ciini coobɑɑbɑize yom nɑ Sɑuli zɑɑ kɑ ɑ̀ zumɑndi yɛmbɛ bɑndɑ cilɑ beeri fɔ kunɑ.
"And he was with them going in and going out at Jerusalem,",Sɑɑ kɑ Sɑuli tɔ Yerusɑlɛm ɑ̀ ceeci ngɑ mɑ huro coobɑɑbɑize yom kunɑ ɑmmɑ ǹ kulu go hɑmburɑ̀. Ǹ si nɑɑne hɑli ngɑ mɑ coobɑɑbɑize nɑ.
preaching boldly in the name of the Lord: and he spake and disputed against the Grecian Jews; but they were seeking to kill him.,Ammɑ Bɑɑnɑbɑ nɑ ɑ̀ boi ko kpeindɑɑ̀ diyɑ yom dɔ. Bɑɑnɑbɑ deede ǹ sɛ zɑngɑ Sɑuli di Kpe fɔndɑ bɔm. À deede ǹ sɛ zɑngɑ Kpe sendi ɑ̀ sɛ ndɑ zɑngɑ Sɑuli wɑɑzu Yesu mɑɑ gɑɑ Dɑmɑku bɔrɔ yom sɛ ndɑ yɑrutɛrɛ.
"And when the brethren knew it, they brought him down to Cæsarea, and sent him forth to Tarsus.",Sɑuli gɔrɔ gɑnɑkɔ yom bɑndɑ ko kpei ko ye Yerusɑlɛm wɑngɑrɑ. À go sendi Kpe Yesu mɑɑ gɑɑ ndɑ yɑrutɛrɛ.
"So the church throughout all Judæa and Galilee and Samaria had peace, being edified; and, walking in the fear of the Lord and in the comfort of the Holy Spirit, was multiplied.",À sendi kɑ kɑkɔ ndɑ Yuifu yom kɑ ǹ cini Gɑrɛku cinɛ sendi. Ammɑ ngei wɔ ceeci ngei mɑ ɑ̀ wi.
"And it came to pass, as Peter went throughout all parts, he came down also to the saints that dwelt at Lydda.","Sɑɑ kɑ nyɑizei mo bei yɑ di, ǹ nɑ Sɑuli dum kɑ kpeindɑɑ̀ Kɑsɑriɑ wɑngɑrɑ zɑmɑ ǹ mɑ ɑ̀ dɔntɔm Tɑlisu kpɑɑrɑ."
"And there he found a certain man named Aeneas, who had kept his bed eight years; for he was palsied.","Cɔfɔ Mɛsiyɑ mɑrgɑ yom kɑ ǹ goono Yude lɑɑbu ndɑ Gɑlile lɑɑbu ndɑ Sɑmɑri lɑɑbu, ǹ kulu du lɑɑkɑli kɑne. Ǹ go nɑɑne cini ko dirɑ Kpe hɑmbure kunɑ. Ǹ go tɔntɔnu mo Biyɑ Hɑlɑɑlɑ yɑmɑrɑndiyom gɑɑ."
"And Peter said unto him, Aeneas, Jesus Christ healeth thee: arise, and make thy bed. And straightway he arose.",À kɑɑ tɔ Piɛɛ go kpɑɑrɑ kɑmbu yom yɑɑli. À kpei hɑlɑɑlɑntɛ yom mo dɔ kɑ ǹ goono Lidɑ kpɑɑrɑ.
"And all that dwelt at Lydda and in Sharon saw him, and they turned to the Lord.",Kpɑɑrɑ di kunɑ no ɑ̀ nɑ bɔrɔ fɔ gɑru kɑ ɑ̀ mɑɑ Ene. Jiiri ɑhɑku ɑ̀ go kɑni ngɑ dɑɑri bɔm domi ɑ̀ cee ndɑ ɑ̀ kɑmbɛ bu.
"Now there was at Joppa a certain disciple named Tabitha, which by interpretation is called Dorcas: this woman was full of good works and almsdeeds which she did.","Piɛɛ cii ɑ̀ sɛ: Ene, Yesu Mɛsiyɑ go kɑ n no bɑɑni. Tunu kɑ n kɑni dɔ hinsɑ. Mɑɑsɑ mɑɑsɑ ɑ̀ tunu kɑ cɛ."
"And it came to pass in those days, that she fell sick, and died: and when they had washed her, they laid her in an upper chamber.",Lidɑ bɔrɔ yom ndɑ Sɑrɔ lɑɑbu bɔrɔ yom kulu di ɑ̀. Ǹ bɛrɛ mo kɑ Kpe gɑnɑ.
"And as Lydda was nigh unto Joppa, the disciples, hearing that Peter was there, sent two men unto him, entreating him, Delay not to come on unto us.",Yopɑ kpɑɑrɑ coobɑɑbɑize yom kunɑ nɑ weibɔrɔ fɔ goono kɑ ǹ cii ɑ̀ sɛ Tɑbitɑ. À mɑɑ di feeriji yɑ ci Dokɑsɑ. À cini gbei hinno ndɑ sɑrɑɑ bɑɑbɑ tɛ.
"And Peter arose and went with them. And when he was come, they brought him into the upper chamber: and all the widows stood by him weeping, and showing the coats and garments which Dorcas made, while she was with them.","Sɑɑ di nɑ ɑ̀ sindɑ bɑɑni kɑ bu. Sɑɑ kɑ ǹ nɑ ɑ̀ nyume kɑ beeni, ǹ nɑ ɑ̀ jisi jidɑmbisɑ fɔ kunɑ."
"But Peter put them all forth, and kneeled down, and prayed; and turning to the body, he said, Tabitha, arise. And she opened her eyes; and when she saw Peter, she sat up.","Zɑ kɑ Lidɑ kpɑɑrɑ mɑɑni Yopɑ kpɑɑrɑ, coobɑɑbɑize yom du Piɛɛ bɑɑru kɑ ɑ̀ goono Lidɑ. Ǹ nɑ bɔrɔ hinkɑ dɔntɔm ɑ̀ dɔ kɑ ɑ̀ ŋmɑɑrɛ ɑ̀ mɑ kɑɑ ngei dɔ ndɑ wɑɑsi."
"And he gave her his hand, and raised her up; and calling the saints and widows, he presented her alive.","Piɛɛ tunu kɑ beerem di gɑnɑ. Sɑɑ kɑ ɑ̀ tɔ Yopɑ kpɑɑrɑ, ǹ kpeindɑɑ̀ jidɑmbisɑ kunɑ. Sokoni yom kulu go hɛ kɑ ɑ̀ hundi. Ǹ go Piɛɛ cɛbɛ kpɛ yom ndɑ jiine yom kɑ Dokɑsɑ tɛ sɑɑ kɑ ɑ̀ goono ǹ bɑndɑ."
And it became known throughout all Joppa: and many believed on the Lord.,"Piɛɛ bine nɑ bɔrɔ kulu kɑɑ tɛrɛ. À bɑndɑ ɑ̀ sɔmbu kɑ ɑduwɑ tɛ. Cɔfɔ ɑ̀ bɛrɛ bukɔɑ dɔ hɛrɛ kɑ cii: Tɑbitɑ, tunu. Mɑɑsɑ mɑɑsɑ ɑ̀ nɑ ngɑ moo yom feeri. Kɑ ɑ̀ di Piɛɛ, ɑ̀ tunu kɑ gɔrɔ."
"And it came to pass, that he abode many days in Joppa with one Simon a tanner.",Piɛɛ nɑ kɑmbɛ no ɑ̀ sɛ kɑ ɑ̀ dii kɑ tunɑndi. À nɑ hɑlɑɑlɑntɛ yom ndɑ sokoni yom cɛɛ kɑ ɑ̀ cɛbɛ ǹ sɛ bɑhunɑ.
"Now there was a certain man in Cæsarea, Cornelius by name, a centurion of the band called the Italian band,",Yopɑ kpɑɑrɑ bɔrɔ yom kulu mɑɑ bɑɑru di. Bɔrɔ boobo mo nɑɑne Kpe gɑɑ.
"a devout man, and one that feared God with all his house, who gave much alms to the people, and prayed to God always.",Piɛɛ nɑ jiribi boobo tɛ Yopɑ kpɑɑrɑ kunɑ kuuru wikɔ fɔ dɔ kɑ ɑ̀ mɑɑ Simɔ.
"He saw in a vision openly, as it were about the ninth hour of the day, an angel of God coming in unto him, and saying to him, Cornelius.",Bɔrɔ goono Kɑsɑriɑ wɑngɑrɑ kɑ ɑ̀ mɑɑ Koniliyu. Ngɑ yɑ ci wɑnguize yom jinehune fɔ wɑnguize yom sɛtɛ fɔ kunɑ kɑ ǹ cii ɑ̀ sɛ Itɑli ŋmɔne.
"And he, fastening his eyes upon him, and being affrighted, said, What is it, Lord? And he said unto him, Thy prayers and thine alms are gone up for a memorial before God.","Bɔrɔ di bine Ikpɛ gɑnɑkɔ hinno no kɑ ɑ̀ hɑmburu Ikpɛ, ngɑ ndɑ ɑ̀ fuu kulu. À go sɑrɑɑ bɑɑbɑ tɛ jɑmɑ gɑɑ. À gɑ kɑ ɑduwɑ tɛ mɑ Ikpɛ gɑɑ hɑnu kulu."
"And now send men to Joppa, and fetch one Simon, who is surnamed Peter:","À goono zɑɑri guuru hinzɑ zɑkɑ, cɔfɔ Ikpɛ dɔntɔneize fɔ fɑitɑ ɑ̀ sɛ tɛrɛkpɑrɛ. À hurɑ ɑ̀ dɔ kɑ cii: Koniliyu."
"he lodgeth with one Simon a tanner, whose house is by the sea side.","Koniliyu gunɑ. Hɑmburu nɑ ɑ̀ dii mɑ. À cii: A jinɑ, ifɔ no? Ikpɛ dɔntɔneize di cii ɑ̀ sɛ: N ŋmɔne ɑduwɑ yom ndɑ n sɑrɑɑ yom tɔ bɛɛnɛ hɑli Ikpɛ hɔngɔ ǹ gɑɑ."
"And when the angel that spake unto him was departed, he called two of his household-servants, and a devout soldier of them that waited on him continually;",Mɑɑsɑ bine n mɑ beerem dɔntɔm Yopɑ kpɑɑrɑ kɑ Simɔ cɛɛ kɑ ɑ̀ mɑɑ Piɛɛ.
"and having rehearsed all things unto them, he sent them to Joppa.",À goono Simɔ kuuru wikɔ kpɑɑrɑ ndɑ gɔrɛ kɑ ɑ̀ fuu goono tɛku mee gɑɑ. À kɑɑ cii n sɛ hɛ kɑ ɑ̀ himɑ n mɑ tɛ.
"Now on the morrow, as they were on their journey, and drew nigh unto the city, Peter went up upon the housetop to pray, about the sixth hour:","Sɑɑ kɑ Ikpɛ dɔntɔneize di sendi ɑ̀ sɛ kɑ dirɑ, Koniliyu nɑ ngɑ gbeiize hinkɑ cɛɛ ndɑ wɑnguize fɔ kɑ ɑ̀ go tɑmtɛrɛ ɑ̀ sɛ. Sojɑ mo Ikpɛ gɑnɑkɔ nɑ."
"and he became hungry, and desired to eat: but while they made ready, he fell into a trance;","Sɑɑ kɑ ɑ̀ nɑ hɛ kulu deede ǹ sɛ, ɑ̀ nɑ ǹ dɔntɔm Yopɑ kpɑɑrɑ."
"and he beholdeth the heaven opened, and a certain vessel descending, as it were a great sheet, let down by four corners upon the earth:","À mɑ bɑ, ǹ goono fɔndɔ bɔm kɑ mɑɑni kpɑɑrɑ gɑɑ. Lɔkɑci ngɑ di zɑngɑ zɑɑri bindi cine, Piɛɛ tunu kɑ kɑɑru fuuɑ bɔm kɑ ɑduwɑ tɛ."
wherein were all manner of fourfooted beasts and creeping things of the earth and birds of the heaven.,"À mɑɑ hɛrɛɛ kɑlɑ ɑ̀ gɑ bɑɑ ngɑ mɑ ŋmɑɑ. Ammɑ sɑɑ kɑ beerem gɑ ŋmɑɑri tɛ ɑ̀ sɛ, Ikpɛ nɑ Piɛɛ lɑɑkɑli zɑɑ."
"And there came a voice to him, Rise, Peter; kill and eat.",À di bɛɛnɛ go feerɑntɛ. À di hɛ fɔ zɑngɑ tɑɑfɛ bɑmbɑtɑ fɔ go zumbu. Ǹ nɑ ɑ̀ cɛnjɛ tɑɑci dii ko kɑ ɑ̀ zumɑndi gɑndɑ.
"But Peter said, Not so, Lord; for I have never eaten anything that is common and unclean.",Cee tɑɑcikpɛ dimi kulu ndɑ gɑnjihɑm yom ndɑ nɑrɑntɛ yom ndɑ bɛɛnɛ fɑtɑkpɛ yom goono ɑ̀ kunɑ.
"And a voice came unto him again the second time, What God hath cleansed, make not thou common.","Jinde fɔ mo sendi Piɛɛ sɛ kɑ cii: Piɛɛ, tunu kɑ wi kɑ ŋmɑɑ."
And this was done thrice: and straightway the vessel was received up into heaven.,"Ammɑ Piɛɛ cii: À mɑnɑ ci yɑ no, Kpe. Yɑ nɑ hɛ fɔ ŋmɑɑ kɑ ɑ̀ mɑnɑ hɑlɑli wɑlɑ kɑ ɑ̀ ziibi bɑ ce fɔ."
"Now while Peter was much perplexed in himself what the vision which he had seen might mean, behold, the men that were sent by Cornelius, having made inquiry for Simon’s house, stood before the gate,",Jindɑ ye kɑ kɑɑ ɑ̀ dɔ ce hinkɑntɛ kɑ cii: Hɛ kɑ Ikpɛ hinnɑndi n mɑ si cii ɑ̀ mɑnɑ hɑlɑli.
"and called and asked whether Simon, who was surnamed Peter, were lodging there.",Ngɑ di tɛ hɑli ce hinzɑ. Mɑɑsɑ mɑɑsɑ ǹ nɑ hɛ di kɑ ɑ̀ himɑ tɑɑfɛ cendi kɑ ye ndɑɑ̀ bɛɛnɛ.
"And while Peter thought on the vision, the Spirit said unto him, Behold, three men seek thee.","Piɛɛ go biti ko lɑsɑbu ngɑ bine kunɑ ndɑ hɛ kɑ ɑ̀ ci ngɑ diyom kɑ ɑ̀ di feeriji. Ammɑ lɔkɑci ngɑ di, beerem kɑ Koniliyu dɔntɔm kɑɑ. Ǹ jinɑ kɑ Simɔ hundi hã. Ǹ go cɛ hundɑ mee gɑɑ."
"But arise, and get thee down, and go with them, nothing doubting: for I have sent them.",Ǹ nɑ beerem cɛɛ kɑ ǹ hã hɑli Simɔ kɑ ǹ cii ɑ̀ sɛ Piɛɛ goono fuu.
"And Peter went down to the men, and said, Behold, I am he whom ye seek: what is the cause wherefore ye are come?","Bine zɑ Piɛɛ go lɑsɑbu ndɑ diyomɑ, Biyɑ Hɑlɑɑlɑ cii ɑ̀ sɛ: Gunɑ, bɔrɔ hinzɑ go kɑ n hã."
"And they said, Cornelius a centurion, a righteous man and one that feareth God, and well reported of by all the nation of the Jews, was warned of God by a holy angel to send for thee into his house, and to hear words from thee.",N mɑ zumbu gɑndɑ kɑ ǹ gɑnɑ. N mɑ si hɛ fɔ kulu siikɑ domi hɛɛ yɑ nɑ ǹ dɔntɔm.
"So he called them in and lodged them. And on the morrow he arose and went forth with them, and certain of the brethren from Joppa accompanied him.","Piɛɛ mɑ zumbu gɑndɑ kɑ kpei beerem kɑ Koniliyu dɔntɔm dɔ. À cii ǹ sɛ: Gunɑ, hɛɛ neyɑ. Hɛɛ yɑ ci bɔrɔ kɑ wom gɑ hã di. Ifɔ yɑ ci wom kɑɑyom wɔ sɑbɑbu?"
"And on the morrow they entered into Cæsarea. And Cornelius was waiting for them, having called together his kinsmen and his near friends.","Ǹ cii ɑ̀ sɛ: Koniliyu, wɑnguize yom jinehune fɔ, bɔrɔ cɛɑntɛ susu nɑ, ɑ̀ sɑbɑ, ɑ̀ gɑ hɑmburu Ikpɛ. À gundɑ sɛdɑ hinno mɑ Yuifu dimi kulu dɔ. Ikpɛ yɑ sendi ɑ̀ sɛ ngɑ dɔntɔneize hɑlɑɑlɑ fɔ gɑɑ. À cii ɑ̀ mɑ n cɛɛ n mɑ kɑɑ ɑ̀ kpɑɑrɑ ɑ̀ mɑ du kɑ mɑɑ bɑɑru n dɔ."
"And when it came to pass that Peter entered, Cornelius met him, and fell down at his feet, and worshipped him.",Piɛɛ nɑ ǹ hurɑndi kɑ ǹ nɑ zumbuyom dɔ. À mɑ bɑ ɑ̀ tunu kɑ ǹ gɑnɑ kɑ kpei. Yopɑ kpɑɑrɑ nyɑize fɔ yom mɑ nɑ ǹ dum.
"But Peter raised him up, saying, Stand up; I myself also am a man.","À mɑ yɑrɑ kɑ bɑ, ǹ hurɑ Kɑsɑriɑ wɑngɑrɑ. Koniliyu mɑ gɑ kɑ ǹ bɑtu. À nɑ ngɑ fuuize yom ndɑ ngɑ kpɑɑsi yom meigu."
"And as he talked with him, he went in, and findeth many come together:","Sɑɑ kɑ Piɛɛ tɔ kɑ hurɑ, Koniliyu nɑ ɑ̀ kube. À jɛndɛbiri ɑ̀ sɛ kɑ ɑ̀ bɛɛrɑndi."
"and he said unto them, Ye yourselves know how it is an unlawful thing for a man that is a Jew to join himself or come unto one of another nation; and yet unto me hath God showed that I should not call any man common or unclean:",Ammɑ Piɛɛ nɑ ɑ̀ tunɑndi kɑ cii ɑ̀ sɛ: N mɑ tunu kɑ cɛ n cee gɑɑ domi hɛɛ mɑ bɔrɔ nɑ zɑngɑ ni.
"wherefore also I came without gainsaying, when I was sent for. I ask therefore with what intent ye sent for me.","Kɑ Piɛɛ go sendi ndɑ Koniliyu, ǹ huro hundi kunɑ. Piɛɛ di beerem meigu bututu."
"And Cornelius said, Four days ago, until this hour, I was keeping the ninth hour of prayer in my house; and behold, a man stood before me in bright apparel,",A cii ǹ sɛ: Wom bumbum bei ɑ̀ mɑnɑ hɑlɑli Yuifu mɑ kpɑɑsitɛrɛ tɛ ndɑ dimi ŋmɑni wɑlɑ kɑ hurɑ ɑ̀ hundi kunɑ. Ammɑ Ikpɛ nɑ ɑ cɛbɛ yɑ si cii bɔrɔ mɑnɑ hɑlɑli wɑlɑ kɑ ɑ̀ jisi ziibɑntɛ.
"and saith, Cornelius, thy prayer is heard, and thine alms are had in remembrance in the sight of God.","Ngɑ di sɛ mo no ɑ kɑɑ. Yɑ nɑ hungu sɑɑ kɑ wom nɑ ɑ cɛɛ. A gɑ wom hã mo, sɑbɑbu fɔ sɛ nɑ wom nɑ ɑ cɛɛ?"
"Send therefore to Joppa, and call unto thee Simon, who is surnamed Peter; he lodgeth in the house of Simon a tanner, by the sea side.","Koniliyu bine cii ɑ̀ sɛ: Jiribi tɑɑci kɑ ɑ̀ bisɑ zɑngɑ mɑɑsɑncine wiciri guuru hinzɑ zɑkɑ, ɑ nɑ meehɔ zɑɑ kɑ kɑ ɑduwɑ tɛ ɑ fuu kunɑ. Cɔfɔ ɑ di bɔrɔ fɔ kɑɑ cɛ ɑ jine ndɑ jiine kpɑrɛ tɑi tɑi."
"Forthwith therefore I sent to thee; and thou hast well done that thou art come. Now therefore we are all here present in the sight of God, to hear all things that have been commanded thee of the Lord.","À cii: Koniliyu, Ikpɛ mɑɑ n ŋmɔne ɑduwɑ. À hɔngɔ n sɑrɑɑ tɛyom mɑ."
"And Peter opened his mouth, and said, Of a truth I perceive that God is no respecter of persons:","Mɑɑsɑ n mɑ bɔrɔ fɔ dɔntɔm Yopɑ kpɑɑrɑ kɑ Simɔ cɛɛ kɑ ǹ cii ɑ̀ sɛ Piɛɛ. À goono Simɔ kuuru wikɔ kpɑɑrɑ tɛku mee gɑɑ. Sɑɑ kɑ ɑ̀ kɑɑ n dɔ, ɑ̀ kɑɑ sendi n sɛ."
"but in every nation he that feareth him, and worketh righteousness, is acceptable to him.","Mɑɑsɑ mɑɑsɑ ɑ nɑ bɔrɔ dɔntɔm ɑ̀ mɑ n cɛɛ. Ni mɑ, ɑ̀ boori kɑ n kɑɑ wɔ. Mɑɑsɑ bine i bɔrɔ kulu neyɑ Ikpɛ jine zɑmɑ i mɑ hɑngɑ dɑm n sɛ. I mɑ mɑɑ hɛ kulu kɑ ɑ̀ bɔm Kpe nɑ n nɑ mei."
"The word which he sent unto the children of Israel, preaching good tidings of peace by Jesus Christ (he is Lord of all)—","Piɛɛ bine nɑ ngɑ mee feeri kɑ cii: Cimi nɑ, ɑ di Ikpɛ wɔ si bɑɑbɑɑ tɛ."
"that saying ye yourselves know, which was published throughout all Judæa, beginning from Galilee, after the baptism which John preached;","Ammɑ hɑndunyɑ dimi kulu kunɑ bɔrɔ kɑ ɑ̀ gɑ hɑmburu Ikpɛ kɑ cɛyom susu gbei tɛ, ɑkpɛ wɔ Ikpɛ gɑ kɑ ɑ̀ tɑ."
"even Jesus of Nazareth, how God anointed him with the Holy Spirit and with power: who went about doing good, and healing all that were oppressed of the devil; for God was with him.","Wom gɑ Sendɑ bei kɑ ɑ̀ ci Bɑɑru Hinnɑ kɑ Ikpɛ sɑmbɑ Isirɑilɑ ize yom sɛ. Ǹ gɑ Bɑɑru Hinnɑ di wɑɑzu tɛ kɑ cii lɑɑkɑli kɑne hunu Yesu Mɛsiyɑ dɔ, ngɑ kɑ ɑ̀ ci ǹ kulu Kpe."
"And we are witnesses of all things which he did both in the country of the Jews, and in Jerusalem; whom also they slew, hanging him on a tree.",Wom bumbum bei hɛ kɑ tɛ Yude lɑɑbu kulu kunɑ kɑ ɑ̀ sinti zɑ Gɑlile lɑɑbu fɛɛyom kɑ Yohɑnnɑ tɛ mirɑndiyom bɔm bɑndɑ.
"Him God raised up the third day, and gave him to be made manifest,","Wom bei mɑ zɑngɑ Ikpɛ nɑ Biyɑ Hɑlɑɑlɑ ndɑ dɑbɑri zumɑndi Yesu Nɑzɑrɛtu bɔm. À yɑɑli mɑ kɑ gbei hinno tɛ. À no beerem kulu mo kɑ Ibilisi gundɑ dɑbɑri ǹ bɔm no bɑɑni, domi Ikpɛ goono Yesu bɑndɑ."
"not to all the people, but unto witnesses that were chosen before of God, even to us, who ate and drank with him after he rose from the dead.",I yom yɑ ci sɛdɑ yom ndɑ hɛ kulu kɑ Yesu tɛ Yuifu yom lɑɑbu kunɑ ndɑ Yerusɑlɛm wɑngɑrɑ kunɑ. Ǹ nɑ Yesu kɑnji bundu gɑɑ kɑ ɑ̀ wi.
"And he charged us to preach unto the people, and to testify that this is he who is ordained of God to be the Judge of the living and the dead.",Ikpɛ nɑ ɑ̀ tunɑndi jiribi hinzɑntɛ hine. À tu mo ɑ̀ mɑ hunutɛrɛ.
"To him bear all the prophets witness, that through his name every one that believeth on him shall receive remission of sins.","À mɑnɑ ci jɑmɑ kulu sɛ nɑ ɑ̀ hunutɛrɛ bo ɑmmɑ sɛdɑ yom sɛ kɑ Ikpɛ jinɑ kɑ suubɑ. I yom mɑ kɑ i ŋmɑɑ kɑ hɑm ndɑ ɑ̀ tunuyom bukɔei gɑme bɑndɑ, ɑ̀ hunutɛrɛ i sɛ."
"While Peter yet spake these words, the Holy Spirit fell on all them that heard the word.",Yesu nɑ i no mei i mɑ bɑɑru di fɛɛ jɑmɑ sɛ. I mɑ tɛ sɛdɑ mo kɑ ngɑ yɑ ci Bɔrɔ kɑ Ikpɛ jisi ɑ̀ mɑ ci hundikoni yom ndɑ bukɔ yom ciitikɔ.
"And they of the circumcision that believed were amazed, as many as came with Peter, because that on the Gentiles also was poured out the gift of the Holy Spirit.","Andebi yom kulu go tɛ sɛdɑ kɑ cii ɑ̀ mɑɑ dɔ bɔrɔ kulu kɑ ɑ̀ go nɑɑne ɑ̀ gɑɑ, ɑkpɛ du dulum yɑɑfɑyom."
"For they heard them speak with tongues, and magnify God. Then answered Peter,","Kɑ Piɛɛ goono sendɑ gɑɑ, Biyɑ Hɑlɑɑlɑ zumbu bɔrɔ kulu kɑ ɑ̀ go mɑɑ sendɑ bɔm."
"Can any man forbid the water, that these should not be baptized, who have received the Holy Spirit as well as we?","Beerem kɑ ǹ du bɑngudɑmyom, wɑtom Yuifu yom, wɔ kɑ yom go nɑɑne Yesu gɑɑ goono Piɛɛ bɑndɑ. Ǹ kulu mɑmɑci domi ǹ di Ikpɛ nɑ dimi cindei no Biyɑ Hɑlɑɑlɑ zɑngɑ noyom kɑ ɑ̀ zumɑndi ǹ bɔm mɑ."
And he commanded them to be baptized in the name of Jesus Christ. Then prayed they him to tarry certain days.,Ǹ go ngɑ di bei zɑmɑ ǹ gɑ mɑɑ ǹ go sendi ndɑ cinɛ ŋmɑni ŋmɑni ko kɑ Ikpɛ bɛɛrɑndi.
Now the apostles and the brethren that were in Judæa heard that the Gentiles also had received the word of God.,À gɑɑ nɑ Piɛɛ tu kɑ cii: Bɔrɔ fɔ hini kɑ gɑnji ǹ mɑ beerem wɔ mirɑndi bɑ zɑ kɑ ǹ du Biyɑ Hɑlɑɑlɑ zɑngɑ i yom?
"And when Peter was come up to Jerusalem, they that were of the circumcision contended with him,",Piɛɛ bine nɑ ǹ nɑ mei kɑ cii ǹ mɑ ǹ mirɑndi Yesu Mɛsiyɑ mɑɑ gɑɑ. Ǹ nɑ Piɛɛ ŋmɑɑrɛ ɑ̀ mɑ gɔrɔ ngei dɔ jiribi yom.
"saying, Thou wentest in to men uncircumcised, and didst eat with them.",Diyɑ yom ndɑ nyɑize yom kɑ ǹ goono Yude lɑɑbu mɑɑ bɑɑru dimi cindei mɑ nɑ Ikpɛ Sendɑ tɑ.
"But Peter began, and expounded the matter unto them in order, saying,","Sɑɑ kɑ Piɛɛ kpei Yerusɑlɛm nge yom kɑ ǹ go dɑmbɑngu fɔndɔ gɑnɑ, ǹ nɑ kɑkɔ tɛ ndɑ Piɛɛ."
"I was in the city of Joppa praying: and in a trance I saw a vision, a certain vessel descending, as it were a great sheet let down from heaven by four corners; and it came even unto me:",Ǹ cii: N huro kɑ ŋmɑɑ ndɑ beerem kɑ ǹ mɑnɑ ci dɑmbɑnguize yom.
"upon which when I had fastened mine eyes, I considered, and saw the fourfooted beasts of the earth and wild beasts and creeping things and birds of the heaven.",Ammɑ Piɛɛ nɑ sendi feeri ǹ sɛ zɑ ɑ̀ sintiyom.
"And I heard also a voice saying unto me, Rise, Peter; kill and eat.",À cii: Yopɑ kpɑɑrɑ no ɑ goono ko kɑ ɑduwɑ tɛ. Ikpɛ nɑ ɑ lɑɑkɑli zɑɑ kɑlɑ ɑ di diyom fɔ. A di hɛ fɔ zɑngɑ tɑɑfɛ bɑmbɑtɑ fɔ kɑ ǹ nɑ ɑ̀ cɛnjɛ tɑɑci dii. À go zumbu zɑ bɛɛnɛ ko kɑɑ ɑ dɔ.
