EN,DDN
"And Jesus went about in all Galilee, teaching in their synagogues, and preaching the gospel of the kingdom, and healing all manner of disease and all manner of sickness among the people.",Yesu go Gɑlile lɑɑbu kulu yɑɑli ko cooɑndi ǹ mɑrgɑ fuu yom kunɑ kɑ Bɑɑru Hinno fɛɛ Ikpɛ kpetɛrɛ bɔm. À go doorikom kulu ndɑ zɛnjɛkom kulu no bɑɑni jɑmɑ kunɑ.
"And the report of him went forth into all Syria: and they brought unto him all that were sick, holden with divers diseases and torments, possessed with demons, and epileptic, and palsied; and he healed them.",Cɔfɔ ɑ̀ bɑɑru hunu Siriɑ lɑɑbu mee ndɑ mee kunɑ. Ǹ kɑɑndɑ ɑ̀ sɛ zɛnjɛkom yom kulu kɑ ǹ go tɑɑbi ndɑ doori ŋmɑni ŋmɑni. Ǹ kɑɑndɑ ɑ̀ sɛ hɔllɛkpɛ yom ndɑ hɔllɔkom yom ndɑ leebɑntɛ yom mo. À nɑ ǹ kulu no bɑɑni.
And there followed him great multitudes from Galilee and Decapolis and Jerusalem and Judæa and from beyond the Jordan.,Bɔrɔ bɑkɑrɑ nɑ ɑ̀ gɑnɑ zɑ Gɑlile lɑɑbu kɑlɑ Dekɑpoli kpɑɑrɑ yom kɑlɑ Yerusɑlɛm wɑngɑrɑ ndɑ Yude lɑɑbu. Zɑ nungu di no ǹ nɑ Yesu gɑnɑ kɑlɑ Yudum isɑ bisɑntɛ.
"And seeing the multitudes, he went up into the mountain: and when he had sat down, his disciples came unto him:","Kɑ ɑ̀ di jɑmɑ bɑkɑrɑ di, cɔfɔ ɑ̀ kɑɑru tondi kuku fɔ bɔm. Sɑɑ kɑ ɑ̀ gɔrɔ, ɑ̀ coobɑɑbɑize yom mo mɑɑni ɑ̀ dɔ."
"and he opened his mouth and taught them, saying,",À sinti kɑ ǹ cooɑndi kɑ cii:
Blessed are the poor in spirit: for theirs is the kingdom of heaven.,"Binekɑɑnekpɛ yom no, beerem kɑ ǹ bine kunɑ ǹ go lɑsɑbu ngei si hini kɑ tɔ ngei bɔm sɛ, zɑmɑ ǹ sɛ no bɛɛnɛ kpetɛrɛ goono."
Blessed are they that mourn: for they shall be comforted.,"Binekɑɑnekpɛ yom mo no, beerem kɑ ǹ bine go sɑrɑ zɑmɑ ngei wɔ no ǹ gɑ ǹ yɑmɑrɑndi."
Blessed are the meek: for they shall inherit the earth.,"Binekɑɑnekpɛ yom no, beerem kɑ ǹ ci bɔrɔ bɑɑnɔ yom zɑmɑ ngei yɑ kɑɑ hɑndunyɑ tubu."
Blessed are they that hunger and thirst after righteousness: for they shall be filled.,"Binekɑɑnekpɛ yom no, beerem kɑ ǹ go bɑɑ cɛyom susu zɑngɑ bɔrɔ kɑ ɑ̀ go mɑɑ hɛrɛɛ ndɑ jo, zɑmɑ ngei yɑ kɑɑ kungu."
Blessed are the merciful: for they shall obtain mercy.,"Binekɑɑnekpɛ yom no, beerem kɑ ǹ go suuji cɛbɛ zɑmɑ ǹ sɛ no ǹ suuji tɛ."
Blessed are the pure in heart: for they shall see God.,"Binekɑɑnekpɛ yom no, beerem kɑ ǹ bine yom go hinne zɑmɑ ngei yɑ di Ikpɛ."
